data;

# Nodes: 25, Edges: 63

set SNodes := A B C D E F G H I J K L M N O P Q R S T U V W X Y ;

param cpuSup := 
A 84.0189
B 96.7211
C 96.3771
D 70.4441
E 74.1324
F 50.8933
G 56.7336
H 73.9554
I 90.1193
J 70.2958
K 76.9287
L 77.2241
M 70.1951
N 69.3722
O 75.0732
P 58.3794
Q 53.7571
R 83.589
S 99.2403
T 76.8915
U 56.9218
V 73.0445
W 67.413
X 81.2156
Y 65.0383
;

param secSupNode := 
A 1.2
B 1.2
C 1.2
D 1.2
E 1.2
F 1.2
G 1.1
H 1.2
I 1.1
J 1.0
K 1.2
L 1.1
M 1.1
N 1.2
O 1.2
P 1.1
Q 1.2
R 1.2
S 1.1
T 1.2
U 1.1
V 1.1
W 1.2
X 1.2
Y 1.2
;

param bwSup:
  A B C D E F G H I J K L M N O P Q R S T U V W X Y :=
W 0 0 0 0 0 0 1.1 1.1 0 0 1.1 1.2 0 0 0 0 1.2 0 0 0 1.2 1.1 0 0 0 
X 0 0 1.1 0 0 0 0 0 0 0 1.2 0 0 0 0 0 0 1.1 0 1.2 0 0 0 0 0 
Y 0 0 0 0 0 0 0 0 0 0 0 0 1.1 0 0 0 1.1 0 1.2 0 0 0 0 0 0 
;

param weight :
  A B C D E F G H I J K L M N O P Q R S T U V W X Y :=
A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 
B 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 
C 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 
D 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 
E 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 
F 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 
G 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 
H 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 
I 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
J 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 
K 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 
L 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
M 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 
N 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 
O 1 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 
P 1 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 
Q 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 
R 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 
S 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 
T 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 
U 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
V 1 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 
W 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0 0 
X 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 
Y 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 
;

set Clouds := 0 1 2 ;

param doesItBelong := 
0 A 1
0 B 1
0 C 1
0 D 1
0 E 1
0 F 1
0 G 1
0 H 1
0 I 0
0 J 0
0 K 0
0 L 0
0 M 0
0 N 0
0 O 0
0 P 0
0 Q 0
0 R 0
0 S 0
0 T 0
0 U 0
0 V 0
0 W 0
0 X 0
0 Y 0
1 A 0
1 B 0
1 C 0
1 D 0
1 E 0
1 F 0
1 G 0
1 H 0
1 I 1
1 J 1
1 K 1
1 L 1
1 M 1
1 N 1
1 O 1
1 P 1
1 Q 0
1 R 0
1 S 0
1 T 0
1 U 0
1 V 0
1 W 0
1 X 0
1 Y 0
2 A 0
2 B 0
2 C 0
2 D 0
2 E 0
2 F 0
2 G 0
2 H 0
2 I 0
2 J 0
2 K 0
2 L 0
2 M 0
2 N 0
2 O 0
2 P 0
2 Q 1
2 R 1
2 S 1
2 T 1
2 U 1
2 V 1
2 W 1
2 X 1
2 Y 1
;

param cloudSecSup := 
A 1.0
B 1.0
C 1.0
D 1.0
E 1.0
F 1.0
G 1.0
H 1.0
I 1.1
J 1.1
K 1.1
L 1.1
M 1.1
N 1.1
O 1.1
P 1.1
Q 1.2
R 1.2
S 1.2
T 1.2
U 1.2
V 1.2
W 1.2
X 1.2
Y 1.2
;

set VNodes := 0 1 ;

set VEdges := (0,1) ;

param cpuDem := 
0 12.5758
1 12.5235
;

param secDemNode := 
0 1.0
1 1.2
;

param bwDem := 
0 1 10.8405
;

param secDemEdge := 
0 1 1.1
;

param cloudSecDem := 
0 1.2
1 1.0
;

param bvNodeLocalization := 
0 0
1 0
;

param wantBackup := 
0
;

end;
